id;ci;first_name;last_name;gender;birthdate;nationality;address;phone;email;profession;speciality
36;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
37;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
38;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
39;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
40;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
41;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
42;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
43;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
44;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
45;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
46;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
47;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
48;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
49;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
50;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
51;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
52;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
53;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
54;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
55;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
56;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
57;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
58;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
59;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
60;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
61;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
62;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
63;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
64;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
65;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
66;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
67;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
68;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
69;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
70;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
71;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
72;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
73;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
74;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
75;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
76;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
77;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
78;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
79;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
80;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
81;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
82;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
83;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
84;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
85;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
86;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
87;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
88;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
89;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
90;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
91;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
92;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
93;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
94;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
95;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
96;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
97;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
98;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
99;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
100;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister

101;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
102;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
103;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
104;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
105;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
106;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
107;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
108;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
109;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
110;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
111;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
112;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
113;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
114;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
115;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
116;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
117;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
118;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
119;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
120;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
121;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
122;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
123;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
124;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
125;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
126;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
127;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
128;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
129;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
130;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
131;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
132;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
133;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
134;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
135;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
136;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
137;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
138;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
139;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
140;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
141;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
142;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
143;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
144;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
145;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
146;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
147;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
148;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
149;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
150;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister

151;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
152;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
153;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
154;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
155;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
156;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
157;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
158;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
159;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
160;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
161;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
162;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
163;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
164;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
165;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
166;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
167;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
168;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
169;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
170;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
171;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
172;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
173;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
174;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
175;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
176;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
177;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
178;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
179;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
180;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
181;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
182;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
183;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
184;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
185;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
186;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
187;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
188;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
189;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
190;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
191;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
192;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
193;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
194;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
195;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
196;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
197;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
198;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
199;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
200;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister

201;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
202;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
203;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
204;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
205;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
206;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
207;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
208;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
209;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
210;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
211;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
212;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
213;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
214;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
215;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
216;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
217;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
218;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
219;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
220;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
221;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
222;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
223;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
224;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
225;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
226;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
227;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
228;6989918;juan;mamani apaza;masculino;1995-06-06;boliviano;zona kiswaras;2896654;juan@hotmail.com;abogado;magister
